content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"sangat senang sekali dengan aolikasi ini sekarang bisa investasi meski hanya sedikit2 . Terutama buat saya yang masih pemula cocok banget karena tidak perlu modal yang banyak untuk bisa investasi . Tapi ada keluhan sedikit kenapa yang kalau mau buka aplikasinya kadang susah banget pahadal koneksi jaringan lancar banget , kadang pakai wifi tapi tetap susah masuk , mohon bantuan nya dati pihak bibit . Ntr ditambah bintang nya kalau keluhan saya membaik .",4,Positif,sangat senang sekali dengan aolikasi ini sekarang bisa investasi meski hanya sedikit  terutama buat saya yang masih pemula cocok banget karena tidak perlu modal yang banyak untuk bisa investasi  tapi ada keluhan sedikit kenapa yang kalau mau buka aplikasinya kadang susah banget pahadal koneksi jaringan lancar banget  kadang pakai wifi tapi tetap susah masuk  mohon bantuan nya dati pihak bibit  ntr ditambah bintang nya kalau keluhan saya membaik ,senang aolikasi investasi pemula cocok banget modal investasi keluhan buka aplikasinya kadang susah banget pahadal koneksi jaringan lancar banget kadang pakai wifi susah masuk mohon bantuan nya dati bibit ntr ditambah bintang nya keluhan membaik,"['senang', 'aolikasi', 'investasi', 'pemula', 'cocok', 'banget', 'modal', 'investasi', 'keluhan', 'buka', 'aplikasinya', 'kadang', 'susah', 'banget', 'pahadal', 'koneksi', 'jaringan', 'lancar', 'banget', 'kadang', 'pakai', 'wifi', 'susah', 'masuk', 'mohon', 'bantuan', 'nya', 'dati', 'bibit', 'ntr', 'ditambah', 'bintang', 'nya', 'keluhan', 'membaik']",senang aolikasi investasi mula cocok banget modal investasi keluh buka aplikasi kadang susah banget pahadal koneksi jaring lancar banget kadang pakai wifi susah masuk mohon bantu nya dati bibit ntr tambah bintang nya keluh baik
"Mantab nih, untuk pemula... Zaman sekarang generasi milenial itu sulit untuk nabung, tapi dengan cara ini kita nabung dengan cara yang dimodifikasi dan lebih modern. gunakan kode ini untuk join, kuyjoinus .",5,Positif,mantab nih untuk pemula zaman sekarang generasi milenial itu sulit untuk nabung tapi dengan cara ini kita nabung dengan cara yang dimodifikasi dan lebih modern gunakan kode ini untuk join kuyjoinus ,mantab nih pemula zaman generasi milenial sulit nabung nabung dimodifikasi modern kode join kuyjoinus,"['mantab', 'nih', 'pemula', 'zaman', 'generasi', 'milenial', 'sulit', 'nabung', 'nabung', 'dimodifikasi', 'modern', 'kode', 'join', 'kuyjoinus']",mantab nih mula zaman generasi milenial sulit nabung nabung modifikasi modern kode join kuyjoinus
"Bagus banget untuk pemula. Uinya juga ngga ribet. Jujur sebenernya jarang dan males banget ngereview aplikasi di playstore, CUMAN karena ini emang beneran bagus jadi berani. Ayo yg masih muda yg udh punya ktp pada buruan deh. Mana tau ntar pas kuliah mau jalan2",5,Positif,bagus banget untuk pemula uinya juga ngga ribet jujur sebenernya jarang dan males banget ngereview aplikasi di playstore cuman karena ini emang beneran bagus jadi berani ayo yg masih muda yg udh punya ktp pada buruan deh mana tau ntar pas kuliah mau jalan,bagus banget pemula uinya ngga ribet jujur sebenernya jarang males banget ngereview aplikasi playstore cuman emang beneran bagus berani ayo yg muda yg udh ktp buruan deh tau ntar pas kuliah jalan,"['bagus', 'banget', 'pemula', 'uinya', 'ngga', 'ribet', 'jujur', 'sebenernya', 'jarang', 'males', 'banget', 'ngereview', 'aplikasi', 'playstore', 'cuman', 'emang', 'beneran', 'bagus', 'berani', 'ayo', 'yg', 'muda', 'yg', 'udh', 'ktp', 'buruan', 'deh', 'tau', 'ntar', 'pas', 'kuliah', 'jalan']",bagus banget mula uinya ngga ribet jujur sebenernya jarang males banget ngereview aplikasi playstore cuman emang beneran bagus berani ayo yg muda yg udh ktp buru deh tau ntar pas kuliah jalan
"Investasi mudah dan tanpa ribet. Cara bayarnya mudah, banyak promo menarik, tampilan apsnya bagus. Mudah2an bisa tambah pilihan instrumen investasinya.",5,Positif,investasi mudah dan tanpa ribet cara bayarnya mudah banyak promo menarik tampilan apsnya bagus mudahan bisa tambah pilihan instrumen investasinya,investasi mudah ribet bayarnya mudah promo menarik tampilan apsnya bagus mudahan pilihan instrumen investasinya,"['investasi', 'mudah', 'ribet', 'bayarnya', 'mudah', 'promo', 'menarik', 'tampilan', 'apsnya', 'bagus', 'mudahan', 'pilihan', 'instrumen', 'investasinya']",investasi mudah ribet bayar mudah promo tarik tampil apsnya bagus mudah pilih instrumen investasi
"Bagus sih, udah sebulan pake dan masih belajar, lebih seneng ga pake rekom robo, hehe. Semoga makin bagus kedepannya, dan buat temen² yok coba pake bibit daripada belanja ga jelas mending mulai nabung buat investasi dari sekarang, pake kode kuascat untuk dpt bonus 25k",4,Positif,bagus sih udah sebulan pake dan masih belajar lebih seneng ga pake rekom robo hehe semoga makin bagus kedepannya dan buat temen yok coba pake bibit daripada belanja ga jelas mending mulai nabung buat investasi dari sekarang pake kode kuascat untuk dpt bonus k,bagus sih udah sebulan pake belajar seneng ga pake rekom robo hehe semoga bagus kedepannya temen yok coba pake bibit belanja ga mending nabung investasi pake kode kuascat dpt bonus k,"['bagus', 'sih', 'udah', 'sebulan', 'pake', 'belajar', 'seneng', 'ga', 'pake', 'rekom', 'robo', 'hehe', 'semoga', 'bagus', 'kedepannya', 'temen', 'yok', 'coba', 'pake', 'bibit', 'belanja', 'ga', 'mending', 'nabung', 'investasi', 'pake', 'kode', 'kuascat', 'dpt', 'bonus', 'k']",bagus sih udah bulan pake ajar neng ga pake rekom robo hehe moga bagus depan temen yok coba pake bibit belanja ga mending nabung investasi pake kode kuascat dpt bonus k
Keren nihhh aplikasi. Bener² mempermudah investor banget buat invest. Dan rekomen banget buat investor muda yg baru kenal reksadana. Pesan saya cuma 1 ke bibit. Pertahankan ini bibit!!!,5,Positif,keren nihhh aplikasi bener mempermudah investor banget buat invest dan rekomen banget buat investor muda yg baru kenal reksadana pesan saya cuma  ke bibit pertahankan ini bibit,keren nihhh aplikasi bener mempermudah investor banget invest rekomen banget investor muda yg kenal reksadana pesan bibit pertahankan bibit,"['keren', 'nihhh', 'aplikasi', 'bener', 'mempermudah', 'investor', 'banget', 'invest', 'rekomen', 'banget', 'investor', 'muda', 'yg', 'kenal', 'reksadana', 'pesan', 'bibit', 'pertahankan', 'bibit']",keren nihhh aplikasi bener mudah investor banget invest rekomen banget investor muda yg kenal reksadana pesan bibit tahan bibit
"Karena baru belajar Bintang 4 dulu ya 🤭 Tapi aplikasi nya bagus, bisa berinvestasi sedikit demi sedikit bagi yg minim pendapatannya, cocok untuk semua kalangan deh. Yang baru mw registrasi n mw Cashback sebesar 25rb masukkin kode referral saya ya => barokahlillahi",4,Positif,karena baru belajar bintang  dulu ya  tapi aplikasi nya bagus bisa berinvestasi sedikit demi sedikit bagi yg minim pendapatannya cocok untuk semua kalangan deh yang baru mw registrasi n mw cashback sebesar rb masukkin kode referral saya ya  barokahlillahi,belajar bintang ya aplikasi nya bagus berinvestasi yg minim pendapatannya cocok kalangan deh mw registrasi n mw cashback rb masukkin kode referral ya barokahlillahi,"['belajar', 'bintang', 'ya', 'aplikasi', 'nya', 'bagus', 'berinvestasi', 'yg', 'minim', 'pendapatannya', 'cocok', 'kalangan', 'deh', 'mw', 'registrasi', 'n', 'mw', 'cashback', 'rb', 'masukkin', 'kode', 'referral', 'ya', 'barokahlillahi']",ajar bintang ya aplikasi nya bagus investasi yg minim dapat cocok kalang deh mw registrasi n mw cashback rb masukkin kode referral ya barokahlillahi
"Suka sih sama apps nya tp kadang suka lemot pas dibuka, dan lagi coba dibuat fitur ganti metode pembayaran kalo2 ada masalah dgn pembayaran jadi bisa diganti dgn metode pembayaran lain",4,Positif,suka sih sama apps nya tp kadang suka lemot pas dibuka dan lagi coba dibuat fitur ganti metode pembayaran kalo ada masalah dgn pembayaran jadi bisa diganti dgn metode pembayaran lain,suka sih apps nya tp kadang suka lemot pas dibuka coba fitur ganti metode pembayaran kalo dgn pembayaran diganti dgn metode pembayaran,"['suka', 'sih', 'apps', 'nya', 'tp', 'kadang', 'suka', 'lemot', 'pas', 'dibuka', 'coba', 'fitur', 'ganti', 'metode', 'pembayaran', 'kalo', 'dgn', 'pembayaran', 'diganti', 'dgn', 'metode', 'pembayaran']",suka sih apps nya tp kadang suka lot pas buka coba fitur ganti metode bayar kalo dgn bayar ganti dgn metode bayar
"Bibit oke untuk belajar investasi,,transaksi sesuai ketentuan di situ sudah di jelaskan Sabtu Minggu libur jadi tidak di hitung h+ nya,,untuk jual juga seperti itu,transparan lah ya,,selama ini pakai bibit tidak ada kendala,,sukses selalu bibit.",5,Positif,bibit oke untuk belajar investasitransaksi sesuai ketentuan di situ sudah di jelaskan sabtu minggu libur jadi tidak di hitung h nyauntuk jual juga seperti itutransparan lah yaselama ini pakai bibit tidak ada kendalasukses selalu bibit,bibit oke belajar investasitransaksi sesuai ketentuan situ sabtu minggu libur hitung h nyauntuk jual itutransparan yaselama pakai bibit kendalasukses bibit,"['bibit', 'oke', 'belajar', 'investasitransaksi', 'sesuai', 'ketentuan', 'situ', 'sabtu', 'minggu', 'libur', 'hitung', 'h', 'nyauntuk', 'jual', 'itutransparan', 'yaselama', 'pakai', 'bibit', 'kendalasukses', 'bibit']",bibit oke ajar investasitransaksi sesuai tentu situ sabtu minggu libur hitung h nyauntuk jual itutransparan yaselama pakai bibit kendalasukses bibit
"Pas awal saya coba investasi di produk obligasi dan pasar uang, saya merasa puas karena dapat persentasi keuntungan lumayan besar. Lalu setelah sebulan saya memutuskan untuk menambah investasi saya dengan nominal yang lebih besar. Setelah berhasil, sehari kemudian saya coba buka aplikasi bibit ternyata malah susah di buka. Error terus, padahal versi aplikasi sudah yang paling ter-update. Jika aplikasi sudah bisa normal lagi, baru penilaian nya akan saya akan ganti.",1,Negatif,pas awal saya coba investasi di produk obligasi dan pasar uang saya merasa puas karena dapat persentasi keuntungan lumayan besar lalu setelah sebulan saya memutuskan untuk menambah investasi saya dengan nominal yang lebih besar setelah berhasil sehari kemudian saya coba buka aplikasi bibit ternyata malah susah di buka error terus padahal versi aplikasi sudah yang paling terupdate jika aplikasi sudah bisa normal lagi baru penilaian nya akan saya akan ganti,pas coba investasi produk obligasi pasar uang puas persentasi keuntungan lumayan sebulan memutuskan menambah investasi nominal berhasil sehari coba buka aplikasi bibit susah buka error versi aplikasi terupdate aplikasi normal penilaian nya ganti,"['pas', 'coba', 'investasi', 'produk', 'obligasi', 'pasar', 'uang', 'puas', 'persentasi', 'keuntungan', 'lumayan', 'sebulan', 'memutuskan', 'menambah', 'investasi', 'nominal', 'berhasil', 'sehari', 'coba', 'buka', 'aplikasi', 'bibit', 'susah', 'buka', 'error', 'versi', 'aplikasi', 'terupdate', 'aplikasi', 'normal', 'penilaian', 'nya', 'ganti']",pas coba investasi produk obligasi pasar uang puas persentasi untung lumayan bulan putus tambah investasi nominal hasil hari coba buka aplikasi bibit susah buka error versi aplikasi terupdate aplikasi normal nilai nya ganti
"halo bibit dev, fitur livechat anda sangat bermasalah. saya ke menu apapun lancar, ketika mau chat cs selalu muncul notif tidak terhubung ke jaringan.. siang malam selalu gitu, perbaiki segera ya",3,Positif,halo bibit dev fitur livechat anda sangat bermasalah saya ke menu apapun lancar ketika mau chat cs selalu muncul notif tidak terhubung ke jaringan siang malam selalu gitu perbaiki segera ya,halo bibit dev fitur livechat bermasalah menu apapun lancar chat cs muncul notif terhubung jaringan siang malam gitu perbaiki ya,"['halo', 'bibit', 'dev', 'fitur', 'livechat', 'bermasalah', 'menu', 'apapun', 'lancar', 'chat', 'cs', 'muncul', 'notif', 'terhubung', 'jaringan', 'siang', 'malam', 'gitu', 'perbaiki', 'ya']",halo bibit dev fitur livechat masalah menu apa lancar chat cs muncul notif hubung jaring siang malam gitu baik ya
"Keren sih aplikasi bibit, saya juga termasuk pemula dalam bidang investasi, jdi dengan make bibit udh diatur sesuai dengan profil kita dan semua reksadananya pilihan. Jadinya gk perlu takut atau ragu lgi",5,Positif,keren sih aplikasi bibit saya juga termasuk pemula dalam bidang investasi jdi dengan make bibit udh diatur sesuai dengan profil kita dan semua reksadananya pilihan jadinya gk perlu takut atau ragu lgi,keren sih aplikasi bibit pemula bidang investasi jdi make bibit udh diatur sesuai profil reksadananya pilihan gk takut ragu lgi,"['keren', 'sih', 'aplikasi', 'bibit', 'pemula', 'bidang', 'investasi', 'jdi', 'make', 'bibit', 'udh', 'diatur', 'sesuai', 'profil', 'reksadananya', 'pilihan', 'gk', 'takut', 'ragu', 'lgi']",keren sih aplikasi bibit mula bidang investasi jdi make bibit udh atur sesuai profil reksadananya pilih gk takut ragu lgi
Saya suka tampilan awal & latar belakangnya. Tutorial utk pengalaman sbgi pemula sangat terbantu. Admin nya juga membantu jika ada kesalahan saat menginput data. Robo-Advisor membantu ketika memilih Reksadana yg cocok bagi Profil Resiko.,5,Positif,saya suka tampilan awal  latar belakangnya tutorial utk pengalaman sbgi pemula sangat terbantu admin nya juga membantu jika ada kesalahan saat menginput data roboadvisor membantu ketika memilih reksadana yg cocok bagi profil resiko,suka tampilan latar belakangnya tutorial utk pengalaman sbgi pemula terbantu admin nya membantu kesalahan menginput data roboadvisor membantu memilih reksadana yg cocok profil resiko,"['suka', 'tampilan', 'latar', 'belakangnya', 'tutorial', 'utk', 'pengalaman', 'sbgi', 'pemula', 'terbantu', 'admin', 'nya', 'membantu', 'kesalahan', 'menginput', 'data', 'roboadvisor', 'membantu', 'memilih', 'reksadana', 'yg', 'cocok', 'profil', 'resiko']",suka tampil latar belakang tutorial utk alam sbgi mula bantu admin nya bantu salah menginput data roboadvisor bantu pilih reksadana yg cocok profil resiko
"Saya menjual hasil reksadana saya, dan coba saya lakukan penarikan. Ketentuannya disitu penarikan max 7 hari kerja akan di Tf ke rekening, tapi sampai sekarang uda 1 bulan lebih belum juga masuk ke rekening. Kecewa saya sama apk gak jelas kayak gini.",1,Negatif,saya menjual hasil reksadana saya dan coba saya lakukan penarikan ketentuannya disitu penarikan max  hari kerja akan di tf ke rekening tapi sampai sekarang uda  bulan lebih belum juga masuk ke rekening kecewa saya sama apk gak jelas kayak gini,menjual hasil reksadana coba lakukan penarikan ketentuannya disitu penarikan max kerja tf rekening uda masuk rekening kecewa apk gak kayak gini,"['menjual', 'hasil', 'reksadana', 'coba', 'lakukan', 'penarikan', 'ketentuannya', 'disitu', 'penarikan', 'max', 'kerja', 'tf', 'rekening', 'uda', 'masuk', 'rekening', 'kecewa', 'apk', 'gak', 'kayak', 'gini']",jual hasil reksadana coba laku tari tentu situ tari max kerja tf rekening uda masuk rekening kecewa apk gak kayak gin
"pencairan super lelet, janji maximal 7 hari kerja, giliran udh sampe lewat 7 hari masih gk masuk jg alesan nya ke mana mana. mesti ini lah mesti itu lah... cukup tau aja sama ni apk, mudah mudah kena banned play store,",1,Negatif,pencairan super lelet janji maximal  hari kerja giliran udh sampe lewat  hari masih gk masuk jg alesan nya ke mana mana mesti ini lah mesti itu lah cukup tau aja sama ni apk mudah mudah kena banned play store,pencairan super lelet janji maximal kerja giliran udh sampe gk masuk jg alesan nya mesti mesti tau aja ni apk mudah mudah kena banned play store,"['pencairan', 'super', 'lelet', 'janji', 'maximal', 'kerja', 'giliran', 'udh', 'sampe', 'gk', 'masuk', 'jg', 'alesan', 'nya', 'mesti', 'mesti', 'tau', 'aja', 'ni', 'apk', 'mudah', 'mudah', 'kena', 'banned', 'play', 'store']",cair super lelet janji maximal kerja gilir udh sampe gk masuk jg alesan nya mesti mesti tau aja ni apk mudah mudah kena banned play store
Aplikasi simple dipake dan guide nya komplit banget dari ngajarin apa itu bibit - reksadan - cara pilih reksadana -strateginya -sampe cara menghindari kerugian Plus ada Mr.Robo yang mempermudah kalo ga mau ribet,5,Positif,aplikasi simple dipake dan guide nya komplit banget dari ngajarin apa itu bibit  reksadan  cara pilih reksadana strateginya sampe cara menghindari kerugian plus ada mrrobo yang mempermudah kalo ga mau ribet,aplikasi simple dipake guide nya komplit banget ngajarin bibit reksadan pilih reksadana strateginya sampe menghindari kerugian plus mrrobo mempermudah kalo ga ribet,"['aplikasi', 'simple', 'dipake', 'guide', 'nya', 'komplit', 'banget', 'ngajarin', 'bibit', 'reksadan', 'pilih', 'reksadana', 'strateginya', 'sampe', 'menghindari', 'kerugian', 'plus', 'mrrobo', 'mempermudah', 'kalo', 'ga', 'ribet']",aplikasi simple dipake guide nya komplit banget ngajarin bibit reksadan pilih reksadana strategi sampe hindar rugi plus mrrobo mudah kalo ga ribet
"Buat yang susah nabung rutin, bagus banget ini apalagi bisa diatur tiap bulan jadi sekalian bisa ingetin buat nabung dan belajar reksadana juga. Sukses terus bibit !",5,Positif,buat yang susah nabung rutin bagus banget ini apalagi bisa diatur tiap bulan jadi sekalian bisa ingetin buat nabung dan belajar reksadana juga sukses terus bibit ,susah nabung rutin bagus banget diatur ingetin nabung belajar reksadana sukses bibit,"['susah', 'nabung', 'rutin', 'bagus', 'banget', 'diatur', 'ingetin', 'nabung', 'belajar', 'reksadana', 'sukses', 'bibit']",susah nabung rutin bagus banget atur ingetin nabung ajar reksadana sukses bibit
"saya udah melakukan regristrasi data dan udah verifikasi data, lalu ketika mau masuk aplikasi malah loading lama dengan tampilan logo bibit di tengah. Padahal update terbaru katanya ""Kamu bisa masuk ke akun Bibit dengan lebih mudah dan cepat"" 💀, nyatanya malah loading lama begini 😢😢",1,Negatif,saya udah melakukan regristrasi data dan udah verifikasi data lalu ketika mau masuk aplikasi malah loading lama dengan tampilan logo bibit di tengah padahal update terbaru katanya kamu bisa masuk ke akun bibit dengan lebih mudah dan cepat  nyatanya malah loading lama begini ,udah regristrasi data udah verifikasi data masuk aplikasi loading tampilan logo bibit update terbaru masuk akun bibit mudah cepat loading,"['udah', 'regristrasi', 'data', 'udah', 'verifikasi', 'data', 'masuk', 'aplikasi', 'loading', 'tampilan', 'logo', 'bibit', 'update', 'terbaru', 'masuk', 'akun', 'bibit', 'mudah', 'cepat', 'loading']",udah regristrasi data udah verifikasi data masuk aplikasi loading tampil logo bibit update baru masuk akun bibit mudah cepat loading
"Aku mau komplain nih, aku kan udah instal nih aplikasi tp loading nya lama bngt trus setiap ingin membayar transaksi selalu aja nutup sendri aplikasinya. Pdahl aplikasinya udah yg terupdate. Tolong kasih saranya. Dan satu lagi, kdang loadingnya lama bngt jd rada males",2,Negatif,aku mau komplain nih aku kan udah instal nih aplikasi tp loading nya lama bngt trus setiap ingin membayar transaksi selalu aja nutup sendri aplikasinya pdahl aplikasinya udah yg terupdate tolong kasih saranya dan satu lagi kdang loadingnya lama bngt jd rada males,komplain nih udah instal nih aplikasi tp loading nya bngt trus membayar transaksi aja nutup sendri aplikasinya pdahl aplikasinya udah yg terupdate tolong kasih saranya kdang loadingnya bngt jd rada males,"['komplain', 'nih', 'udah', 'instal', 'nih', 'aplikasi', 'tp', 'loading', 'nya', 'bngt', 'trus', 'membayar', 'transaksi', 'aja', 'nutup', 'sendri', 'aplikasinya', 'pdahl', 'aplikasinya', 'udah', 'yg', 'terupdate', 'tolong', 'kasih', 'saranya', 'kdang', 'loadingnya', 'bngt', 'jd', 'rada', 'males']",komplain nih udah instal nih aplikasi tp loading nya bngt trus bayar transaksi aja nutup sendri aplikasi pdahl aplikasi udah yg terupdate tolong kasih sara kdang loadingnya bngt jd rada males
"Kok gak bisa login sih. Udah masukin OTP malah balik lagi ke awal, setiap pertanyaan ga direspon sama sekali sama tim bibit.. ambil tuh 5 bintang. Uninstall 🙏",5,Positif,kok gak bisa login sih udah masukin otp malah balik lagi ke awal setiap pertanyaan ga direspon sama sekali sama tim bibit ambil tuh  bintang uninstall ,gak login sih udah masukin otp ga direspon tim bibit ambil tuh bintang uninstall,"['gak', 'login', 'sih', 'udah', 'masukin', 'otp', 'ga', 'direspon', 'tim', 'bibit', 'ambil', 'tuh', 'bintang', 'uninstall']",gak login sih udah masukin otp ga direspon tim bibit ambil tuh bintang uninstall
Fitur2nya mudah dipahami. Dan cut off harga belinya beneran tepat. Nyoba juga invest pakai apk lain diwaktu yg sama tapi harga belinya ikut saat pembelian sukses bukan harga tepat saat beli. Jadi prefer pakai bibit 😍 Makasih Tim Bibit,5,Positif,fiturnya mudah dipahami dan cut off harga belinya beneran tepat nyoba juga invest pakai apk lain diwaktu yg sama tapi harga belinya ikut saat pembelian sukses bukan harga tepat saat beli jadi prefer pakai bibit  makasih tim bibit,fiturnya mudah dipahami cut off harga belinya beneran nyoba invest pakai apk diwaktu yg harga belinya pembelian sukses harga beli prefer pakai bibit makasih tim bibit,"['fiturnya', 'mudah', 'dipahami', 'cut', 'off', 'harga', 'belinya', 'beneran', 'nyoba', 'invest', 'pakai', 'apk', 'diwaktu', 'yg', 'harga', 'belinya', 'pembelian', 'sukses', 'harga', 'beli', 'prefer', 'pakai', 'bibit', 'makasih', 'tim', 'bibit']",fiturnya mudah paham cut off harga beli beneran nyoba invest pakai apk waktu yg harga beli beli sukses harga beli prefer pakai bibit makasih tim bibit
Mudah digunakan. Perbarui lagi User Interfacenya agar dilihat lebih enak tanpa mengurangi fungsinya... Mantab pokoknya,4,Positif,mudah digunakan perbarui lagi user interfacenya agar dilihat lebih enak tanpa mengurangi fungsinya mantab pokoknya,mudah perbarui user interfacenya enak mengurangi fungsinya mantab pokoknya,"['mudah', 'perbarui', 'user', 'interfacenya', 'enak', 'mengurangi', 'fungsinya', 'mantab', 'pokoknya']",mudah baru user interfacenya enak kurang fungsi mantab pokok
"Fitur fingerprint masih gx bsa pake. Setelah fingerprint tetap harus masukkan pin. Jika coba finger kedua kalinya, muncul pesan kesalahan.",5,Positif,fitur fingerprint masih gx bsa pake setelah fingerprint tetap harus masukkan pin jika coba finger kedua kalinya muncul pesan kesalahan,fitur fingerprint gx bsa pake fingerprint masukkan pin coba finger kalinya muncul pesan kesalahan,"['fitur', 'fingerprint', 'gx', 'bsa', 'pake', 'fingerprint', 'masukkan', 'pin', 'coba', 'finger', 'kalinya', 'muncul', 'pesan', 'kesalahan']",fitur fingerprint gx bsa pake fingerprint masuk pin coba finger kali muncul pesan salah
"Hi bos tolong perbaiki tampilannya ini ikon chat menutup menu profil jadi nggak bisa masuk ke profil deh, trus tiap transaksi pasti aplikasi jadi putih semua cuma ada tulisan ""bibit""..tks",5,Positif,hi bos tolong perbaiki tampilannya ini ikon chat menutup menu profil jadi nggak bisa masuk ke profil deh trus tiap transaksi pasti aplikasi jadi putih semua cuma ada tulisan bibittks,hi bos tolong perbaiki tampilannya ikon chat menutup menu profil nggak masuk profil deh trus transaksi aplikasi putih tulisan bibittks,"['hi', 'bos', 'tolong', 'perbaiki', 'tampilannya', 'ikon', 'chat', 'menutup', 'menu', 'profil', 'nggak', 'masuk', 'profil', 'deh', 'trus', 'transaksi', 'aplikasi', 'putih', 'tulisan', 'bibittks']",hi bos tolong baik tampil ikon chat tutup menu profil nggak masuk profil deh trus transaksi aplikasi putih tulis bibittks
Baru belajar investasi dan hasilnya lumayan bgt... awalnya sy masukkan uang 200rb lumayan numbuh 3 hari nambah 4rb.. trus akhirnya sy nambah lg masukkn 2 jt dan 3 hari udh nambah 16rb.. lumayan pokoknya.. bahkan bs buat alarm buat rajin nabung misalnya 10rb perbulan.. lumayan loh g ad minimal top up.. dan yg pasti uang nambah bukan kurang,5,Positif,baru belajar investasi dan hasilnya lumayan bgt awalnya sy masukkan uang rb lumayan numbuh  hari nambah rb trus akhirnya sy nambah lg masukkn  jt dan  hari udh nambah rb lumayan pokoknya bahkan bs buat alarm buat rajin nabung misalnya rb perbulan lumayan loh g ad minimal top up dan yg pasti uang nambah bukan kurang,belajar investasi hasilnya lumayan bgt sy masukkan uang rb lumayan numbuh nambah rb trus sy nambah lg masukkn jt udh nambah rb lumayan pokoknya bs alarm rajin nabung rb perbulan lumayan loh g ad minimal top up yg uang nambah,"['belajar', 'investasi', 'hasilnya', 'lumayan', 'bgt', 'sy', 'masukkan', 'uang', 'rb', 'lumayan', 'numbuh', 'nambah', 'rb', 'trus', 'sy', 'nambah', 'lg', 'masukkn', 'jt', 'udh', 'nambah', 'rb', 'lumayan', 'pokoknya', 'bs', 'alarm', 'rajin', 'nabung', 'rb', 'perbulan', 'lumayan', 'loh', 'g', 'ad', 'minimal', 'top', 'up', 'yg', 'uang', 'nambah']",ajar investasi hasil lumayan bgt sy masuk uang rb lumayan numbuh nambah rb trus sy nambah lg masukkn jt udh nambah rb lumayan pokok bs alarm rajin nabung rb bulan lumayan loh g ad minimal top up yg uang nambah
"Dulu TOP UP lewat virtual account via BNI Bisa, sekarang kok di hilangkan ?? Mohon ditambahkan lagi, untuk aplikasi udah terbaik dari lainnya deh",4,Positif,dulu top up lewat virtual account via bni bisa sekarang kok di hilangkan  mohon ditambahkan lagi untuk aplikasi udah terbaik dari lainnya deh,top up virtual account via bni hilangkan mohon aplikasi udah terbaik deh,"['top', 'up', 'virtual', 'account', 'via', 'bni', 'hilangkan', 'mohon', 'aplikasi', 'udah', 'terbaik', 'deh']",top up virtual account via bni hilang mohon aplikasi udah baik deh
Bibit memberikan pengalaman yang menyenangkan bagi investor pemula seperti saya. User Interface yang simple dan mudah dipahami membuat pengguna tidak bingung dalam menentukan pilihan. Tim juga siap membantu apabila pengguna memiliki pertanyaan-pertanyaan seputar aplikasi Bibit. Saya sangat merekomendasikan aplikasi ini. Bagi yang penasaran silakan mencoba.,5,Positif,bibit memberikan pengalaman yang menyenangkan bagi investor pemula seperti saya user interface yang simple dan mudah dipahami membuat pengguna tidak bingung dalam menentukan pilihan tim juga siap membantu apabila pengguna memiliki pertanyaanpertanyaan seputar aplikasi bibit saya sangat merekomendasikan aplikasi ini bagi yang penasaran silakan mencoba,bibit pengalaman menyenangkan investor pemula user interface simple mudah dipahami pengguna bingung menentukan pilihan tim membantu pengguna memiliki pertanyaanpertanyaan seputar aplikasi bibit merekomendasikan aplikasi penasaran silakan mencoba,"['bibit', 'pengalaman', 'menyenangkan', 'investor', 'pemula', 'user', 'interface', 'simple', 'mudah', 'dipahami', 'pengguna', 'bingung', 'menentukan', 'pilihan', 'tim', 'membantu', 'pengguna', 'memiliki', 'pertanyaanpertanyaan', 'seputar', 'aplikasi', 'bibit', 'merekomendasikan', 'aplikasi', 'penasaran', 'silakan', 'mencoba']",bibit alam senang investor mula user interface simple mudah paham guna bingung tentu pilih tim bantu guna milik pertanyaanpertanyaan putar aplikasi bibit rekomendasi aplikasi penasaran sila coba
"Pas masuk aplikasi, gak bias discoll ke atas dan kebawah,.. udah berbagai cara dipake, udah di instal ulang, sudah pake versi berbaru, sudah di clear cacha... Tapi ttp gak bisa bagaimana ini yaa Rating akan diubah, jika masalah teratasi",1,Negatif,pas masuk aplikasi gak bias discoll ke atas dan kebawah udah berbagai cara dipake udah di instal ulang sudah pake versi berbaru sudah di clear cacha tapi ttp gak bisa bagaimana ini yaa rating akan diubah jika masalah teratasi,pas masuk aplikasi gak bias discoll kebawah udah dipake udah instal ulang pake versi berbaru clear cacha ttp gak yaa rating diubah teratasi,"['pas', 'masuk', 'aplikasi', 'gak', 'bias', 'discoll', 'kebawah', 'udah', 'dipake', 'udah', 'instal', 'ulang', 'pake', 'versi', 'berbaru', 'clear', 'cacha', 'ttp', 'gak', 'yaa', 'rating', 'diubah', 'teratasi']",pas masuk aplikasi gak bias discoll bawah udah dipake udah instal ulang pake versi baru clear cacha ttp gak yaa rating ubah atas
