content,score,Label
"Aplikasi bibit bagus dan banyak pilihannya.. Tetapi,, kenapa ya.. semakin hari, bibit kok semakin mengapa penurunan performa.. seperti Penjualan Unit Reksadana saya dalam beberapa Minggu terakhir,, banyak yang harus melewati batas waktu yang ditentukan dan status nya masih menunggu verifikasi... Itu pun saya harus komplain dulu ke CS bibit..begitu juga dengan pencairan reksadana saya harus menunggu lebih dari 7 hari sejak penjualan reksadana saya berhasil.. Mohon dibenahi kak. Terima Kasih.",4,Positif
"Aplikasinya bagus.. gampang cara pakainya dan mudah di mengerti.. Semoga apk nya lebih di sempurnakan lagi, supaya lebih enak make apk nya..",5,Positif
"Jadi rajin nabung berkat bibit, suka banget pokokna, membantu banget rencana keuangan aku buat pensiun dan rencana liburan nanti.,terima kasih bibit, semoga makin banyak masyarakat yg mau memulai investasi, dan bibit sangat cocok buat pemula seperti saya.................................................. POKOKNYA ALL GOOD.SEMANGAT MENABUNG",5,Positif
"Jujur ya, saya sebenernya coba"" top up 100k untuk mencoba aplikasi ini bagus apa tidak . 1. Dari kita pembelian aja masuknya lama bangetttt 2. Untuk penjualan hasil menjual itu gak masuk full + lama banget masuknya 3. Kalau kalian mau coba mending coba yg dikit"" aja dulu",1,Negatif
Sangat bagus aplikasinya. Mungkin sekedar saran agar bisa ditambah informasi gain/loss yang terealisasi secara historis. Jadi keliatan sudah pernah cuan berapa selama pake bibit.,5,Positif
"Untuk semua fiturnya bagus,sangat mudah dipahami,dan simpel...sayangnya respon dari admin sangat lambat sekali Tolong lebih di tingkatkan lagi untuk respon ny...Terima kasih",2,Negatif
"Iklan nya aja bagus, (semua orang bisa) setelah ku coba, sampe 3x regis data di tolak trs, alasan ktp.... Orang datanya sinkron semua kok!!!!! Busuuuuuuuuukkkkk...",1,Negatif
Aplikasi nya sangat bagus karena apabila ada masalah selalu cepat direspon. Selalu berkembang ya bibit. Jangan lupa untuk gunakan kode saya saat membuat akun bibit dan dapatkan bonus cashback ini kodenya uzpwxme.,5,Positif
Baru modal kecil2an si. Dan rate naiknya signifikan gak tau deh klo pas anjlok drop bngt gk.. Semoga di tangani oleh ahlinya yg saling menguntungkan... Tingkatkan terus apk dan keuntungan nya ....,5,Positif
Menurut saya bibit sudah sangat bagus. Namun kenaikan / penurunan sahamnnya gak langsung update pada saat tradetime. Jadi harus tggu jam 10 malam. Baru bisa liat naik apa tidaknya.,5,Positif
Nyesel banget makai bibit. Bisa²nya buat saya jadi terus semangat abis bangun liat app terus ngeliat peningkatan tabungan saya hehehe... Dasar bibit bisa aja buat saya mengalihkan perhatiann 🤭🤭,5,Positif
"Awalnya sih pingin belajar investasi, nah nonton nonton di youtube nemu aplikasi ini. Dan aku itu tipikel orang yang gak asal pake aplikasi, jadi aku cari tau dulu tentang aplikasi bibit ini. Emang sih menurut aku aplikasinya tu cocok banget untuk yang pemula kaya aku. Soalnya tampilannya juga ngga ribet. Untuk temen temen yang baru mau gabung pake aplikasi bibit, jangan lupa pake kode referral dari aku ""untuksebuahmimpi"" biar dapat cashback 25 RIBU",5,Positif
"Jangan lupa pake kode refeal : ""freevoucher"" buat dapetin cashback langsung 25.000 dari Bibit.. Cocok banget buat pemula yang masih buta investasi karena bisa belajar pelan pelan sekaligus praktek, ditambah fasilitas yg cukup lengkap dan membantu buat nambah ilmu.. Mantapp.💜",5,Positif
"Untuk yang baru mau mulai belajar investasi ini aplikasi yang bagus sih, resiko rendah walaupun provitnya juga ga tinggi.. Yaaa itung itung nabung tapi ada lebihnya aja hehe",5,Positif
"Aplikasi yang cocok untuk pemula yang ingin berinvestasi tapi terlalu paham tentang dunia investasi 😊 Tutorial yang mudah dipahami dan transaksi yang simple 🤗 Bagi kalian yang mau daftar nih ada kode referall ""mendinginvest"" lumayan bisa dapet cashback 25k untuk pertama kali transaksi 😁",5,Positif
"Keren bgt aplikasinya,, cocok buat investor pemula sampai yg profesional.. gw suka, padahal baru nyobain, tapi udah kelihatan hasilnya,, pilihan portofolionya juga sangat menarik,, rekomended buat para pemula, sangat menarik dan mudah.",5,Positif
"Aplikasi simple, mudah bgt dipahami buat pemula. Buat yg baru memulai, jgn lupa pakai kode referal ""investsimple"" ya, lumayan nambah cashback 25k 😂",5,Positif
"Mulailah berinvestasi, bagi yang baru daftar silahkan masukkan kode referal = (REREGA) supaya kalian dapat cashback 25K, Aplikasi ini sangat bagus dan terbukti terpercaya, aplikasinya pun sangat simple untuk digunakan dan mudah dipahami jadi kamu tidak perlu ragu untuk menggunakan aplikasi ini yang paling penting adalah CS yang sangat ramah memberikan kenyamanan untuk kita menggunakan aplikasi ini dan terdaftar di OJK. Mari buktikan sendiri dan dapatkan cashback nya bagi yang baru daftar.",5,Positif
"Aplikasinya bagus, Lebih baik invest sesuai jadwal, dan JANGAN PERNAH TERGIUR melihat promo cashback PHP (penuh harapan palsu). Promo cashback paling ga jelas ya di aplikasi ini. Semua syarat dan ketentuan sudah terpenuhi. Kuota promo terbatas tapi data tidak transparan?. Kuota berapa? Siapa yg dapat? Atau mungkin hanya gimmick. ?? Lebih baik tidak usah promo kalau hanya mengecewakan user dan ujung-ujungnya tidak mendapatkan apapunnya Alias NOL. Maaf saya kasih bintang 1 dulu.",1,Negatif
Cara penggunaanny mudah dipahami dan cocok untuk pemula tapi segi keamanan untuk masuk aplikasi mohon diperbaiki. Sehingga orang tidak mudah meng akses aplikasi ini ketika hp ny hilang dan jatuh ketangan orang lain,4,Positif
"Haii, sudah sangat bagus. Untuk semuanya bisa dilakukan dengan sangat mudah. Tapi tolong diberi tambahan Opsi untuk penarikan melalui dompet digital juga seperti Gopay. Karena untuk top up sudah ada fitur bisa dari dompet digital. Terima Kasih",5,Positif
"Bibit keren.pendaftarannya mudah,pembayarannya juga mudah bisa lewat aplikasi dompet digital,,verifikasi pendaftaran dan pembelian Reksadana cepat dan gak pakai lama.",5,Positif
Tampilan aplikasinya menarik dan juga membuat kita yang pemula menjadi bisa mudah memahami reksadana dan cara berinvetasi thanks bibit 😁👍,5,Positif
Untuk menambahkan akun bank jangan dibuat sulitlah dengan pakai photo buku tabungan dan photo selfi dengan buku tabungan segala diaplikasi reksadana yang lain yang lebih bagus juga tidak seperti bibit prosedur tambah akun bank sudah jelas akun telah didaftar menggunakan ktp ngapain cuma tambah akun bank aja dipersulit jangan mengharuskan photo buku tabungan dan selfi dengan buku tabungan bisa dicuri data nasabah kalau gitu tolol ini aplikasi prosedurnya.,1,Negatif
"sangat membantu sekali untuk para pemula yang ingin berinvestasi. apalagi dengan adanya Rebalancing otomatis, sangat membantu sekali. Recommended banget dah Bibit.",5,Positif
Sejauh ini ok..penggunaan jg mudah.. bisa topup 100rb jg.. apss mudah dipahami digunakan. Komunitas jg terkoordinir dgn baik,4,Positif
"Awalnya liat iklan ini di ig. Menarik juga jdi saya coba. Mungkin karena pengguna baru, jadi kesan pertama ga memuaskan. Waktu registrasi lancar, tapi selanjutnya masih belum bisa dipakai. Mungkin pihak developer nya masih survei data diri kali ya (nih org bener ato kagak)... Nunggu lama, sedangkan saya pingin cepat bisa pakai. Kesimpulan akhir, saya unninst. Mungkin buat pengguna lain (yg lebih serius dari saya, maybe) bisa puas pakai apk ini.",3,Positif
"Aplikasinya bagus utk investasi pemula, utk beli sangat mudah, dan penjualan jg gak butuh waktu lama, sekitar 7 hari kerja tpi kemaren saya coba jual, 5 hari udah cair. Saya percaya sama ni aplikasi, jgn takut coba.",5,Positif
"Secara keseluruhan bibit ok, bisa nabung mulau dari 10rb. Akan saya tambah 2 bintang lagi kalau bibit mau menambahkan beberapa dompet digital lagi. Khususnya shopeepay (😁Ngarep😁).",3,Positif
"seneng banget bisa belajar inves sama nabung juga di apps ini. kalo yg belum ngerti ttg reksadana bisa tonton videonya bang raditya dika di youtube, disana penjelasannya ringan bgt dan mudah dimengerti. oiya buat yg baru daftar jangan lupa pake kode referal ini ya 7xuuwim. semangat beraktivitas semuanyaaa💛",5,Positif
Bibit aplikasi investasi reksa dana yang sangat cocok untuk pemula. Tidak membuat si pengguna nya kebingungan cara pakai nya. Tampilan nya juga user friendly banget. JOSS DAHH BUAT BIBIT:),5,Positif
"Saya kasih 4 Dulu ya boss, soalny saya udah selesai verifikasi tpi masih aja belum bisa (Belum Selesai Verifikasi) padahal di email box saya sudah selesai, tolong tanggapannya ya boss~",4,Positif
"Sya kasih bintang 1 dlu Karna udah ada notifikasi klo akun saya berhasil di verivikasi, E mail saya jga berhasil di verivikasi. Tpi di dasboard bibit kterangan nya blum. Dan saya mau mulai invertasi gk bsa, ktanya akun saya sedang dalam proses pembuatan. Mohon segera di selesaikan problemnya",1,Negatif
"Keren apps ini, baru 4 hari udah masuk. Tpi kecewanya saldo saya isi lewat link aja gak3 masuk di bibit, padahal saldo linkaja udah terpotong, tanya sama linkaja udah terproses, tanya bibit nunggu konfir dari link aja lagi. Saya tunggu kedua apps itu komfir lagi lah.",5,Positif
"Aplikasi ini bagus untuk pemula, mulai ber investasi jangka panjang. Mantap nih bisa dapat Rp. 25.000* jika kamu memasukan kode refferal : tentangkita *syarat ketentuan berlaku, jadi tunggu apalagi selamat berinvestasi 🤗",4,Positif
"Tolong untuk ""updatenya"" harus selalu standby yah, karna yang bertransaksi selalu ada terus setiap harinya. Kan binit perusahaan online, jadi harus selalu online dalam segi update ataupun segi keamanan. Karna rasa percaya itu mahal",4,Positif
"Halo buat yang mau daftar pertama kali bisa pakai kode ini ya = “specialcashback” Pakai kode itu bisa dapat cashback 25k untuk membeli produk Reksadana nya Overall app ini sangat recommended, karena bayarnya bisa pakai gopay, biaya admin waktu beli produk cuma 1000 rupiah! Murah banget ketimbang transfer bank manual yang bisa 5000an keatas. Tampilannya juga sangat user friendly, bahkan buat saya yang sangat awam dengan Reksadana. Cuma pelajari sedikit sedikit selama bbrpa hari sudah ckp paham",4,Positif
"Sementara saya kasih segini dulu. Karena baru mulai beberapa hari, belum tahu hasil nya sebesar apa dari investasi kecil. 😄 Nanti saya review lagi kalau nilai keuntungan nya real sesuai yg diposting oleh rekan2 yg menggunakan aplikasi ini.🙏👍🤗",3,Positif
Tampilan sederhana. Mudah di mengerti. Kedepan nya mungkin aplikasi di buat bisa lebih ringan lagi. Krn beberapa saat kadang masih ada slow ketika scrol ke bawa. Serta haralan bersama agar apk bibit juga bisa d gunakan di PC,5,Positif
"Untuk sebuah broker investasi, terbilang keren yah... tampilan aplikasi yang cukup user-friendly, deposit yang mudah. Namun tetap masih terdapat kekurangan, yaitu terusan pembelian manajer investasi yang dapat dikatakan masih memakan waktu But, Overall... Aplikasi ini saya rekomendasikan 5 ⭐s for you 😄😄 Sangat membantu",5,Positif
"Menarik interface nya. Luangkan waktu sedikit untuk memahami petunjuk.yang ada, dan all set😃👍🏽 tinggal invest rutin sesuai dana yang ada",5,Positif
"Mantap min sampai saat ini saya belum menemukan kendala apapun, mulai dari aplikasinya yang sering eror, pembelian yang gagal ,pencairan gk sampe 7 hari malahan 2 - 3 hari langsung cair dan uang saya masih tetap aman dan amanah, dn semoga kedepannya bibit semakin bagus lagi ditambahin lagi fitur baru sehingga menanbahkan daya minat lagi terhadap bibit, menurut saya sih segini juga cukup oke sihh, . dn saya masih pake aplikasi ini sampe sekarang. Jgn kecewakan mereka yang sudah dukung bibit yah.",5,Positif
"Aplikasi nya bagus. cuma pelayanan jika ada kendala login atau yang lain, gak ada customer care yg bisa di telpon untuk solusi yg cepat. Karena kalau cuma by whatsapp, balesannya gak cepat dan kurang puas dalam layanan solusi kendalanya.",4,Positif
"sangat senang sekali dengan aolikasi ini sekarang bisa investasi meski hanya sedikit2 . Terutama buat saya yang masih pemula cocok banget karena tidak perlu modal yang banyak untuk bisa investasi . Tapi ada keluhan sedikit kenapa yang kalau mau buka aplikasinya kadang susah banget pahadal koneksi jaringan lancar banget , kadang pakai wifi tapi tetap susah masuk , mohon bantuan nya dati pihak bibit . Ntr ditambah bintang nya kalau keluhan saya membaik .",4,Positif
"Mantab nih, untuk pemula... Zaman sekarang generasi milenial itu sulit untuk nabung, tapi dengan cara ini kita nabung dengan cara yang dimodifikasi dan lebih modern. gunakan kode ini untuk join, kuyjoinus .",5,Positif
"Bagus banget untuk pemula. Uinya juga ngga ribet. Jujur sebenernya jarang dan males banget ngereview aplikasi di playstore, CUMAN karena ini emang beneran bagus jadi berani. Ayo yg masih muda yg udh punya ktp pada buruan deh. Mana tau ntar pas kuliah mau jalan2",5,Positif
"Investasi mudah dan tanpa ribet. Cara bayarnya mudah, banyak promo menarik, tampilan apsnya bagus. Mudah2an bisa tambah pilihan instrumen investasinya.",5,Positif
"Bagus sih, udah sebulan pake dan masih belajar, lebih seneng ga pake rekom robo, hehe. Semoga makin bagus kedepannya, dan buat temen² yok coba pake bibit daripada belanja ga jelas mending mulai nabung buat investasi dari sekarang, pake kode kuascat untuk dpt bonus 25k",4,Positif
Keren nihhh aplikasi. Bener² mempermudah investor banget buat invest. Dan rekomen banget buat investor muda yg baru kenal reksadana. Pesan saya cuma 1 ke bibit. Pertahankan ini bibit!!!,5,Positif
"Karena baru belajar Bintang 4 dulu ya 🤭 Tapi aplikasi nya bagus, bisa berinvestasi sedikit demi sedikit bagi yg minim pendapatannya, cocok untuk semua kalangan deh. Yang baru mw registrasi n mw Cashback sebesar 25rb masukkin kode referral saya ya => barokahlillahi",4,Positif
"Suka sih sama apps nya tp kadang suka lemot pas dibuka, dan lagi coba dibuat fitur ganti metode pembayaran kalo2 ada masalah dgn pembayaran jadi bisa diganti dgn metode pembayaran lain",4,Positif
"Bibit oke untuk belajar investasi,,transaksi sesuai ketentuan di situ sudah di jelaskan Sabtu Minggu libur jadi tidak di hitung h+ nya,,untuk jual juga seperti itu,transparan lah ya,,selama ini pakai bibit tidak ada kendala,,sukses selalu bibit.",5,Positif
"Pas awal saya coba investasi di produk obligasi dan pasar uang, saya merasa puas karena dapat persentasi keuntungan lumayan besar. Lalu setelah sebulan saya memutuskan untuk menambah investasi saya dengan nominal yang lebih besar. Setelah berhasil, sehari kemudian saya coba buka aplikasi bibit ternyata malah susah di buka. Error terus, padahal versi aplikasi sudah yang paling ter-update. Jika aplikasi sudah bisa normal lagi, baru penilaian nya akan saya akan ganti.",1,Negatif
"halo bibit dev, fitur livechat anda sangat bermasalah. saya ke menu apapun lancar, ketika mau chat cs selalu muncul notif tidak terhubung ke jaringan.. siang malam selalu gitu, perbaiki segera ya",3,Positif
"Keren sih aplikasi bibit, saya juga termasuk pemula dalam bidang investasi, jdi dengan make bibit udh diatur sesuai dengan profil kita dan semua reksadananya pilihan. Jadinya gk perlu takut atau ragu lgi",5,Positif
Saya suka tampilan awal & latar belakangnya. Tutorial utk pengalaman sbgi pemula sangat terbantu. Admin nya juga membantu jika ada kesalahan saat menginput data. Robo-Advisor membantu ketika memilih Reksadana yg cocok bagi Profil Resiko.,5,Positif
"Saya menjual hasil reksadana saya, dan coba saya lakukan penarikan. Ketentuannya disitu penarikan max 7 hari kerja akan di Tf ke rekening, tapi sampai sekarang uda 1 bulan lebih belum juga masuk ke rekening. Kecewa saya sama apk gak jelas kayak gini.",1,Negatif
"pencairan super lelet, janji maximal 7 hari kerja, giliran udh sampe lewat 7 hari masih gk masuk jg alesan nya ke mana mana. mesti ini lah mesti itu lah... cukup tau aja sama ni apk, mudah mudah kena banned play store,",1,Negatif
Aplikasi simple dipake dan guide nya komplit banget dari ngajarin apa itu bibit - reksadan - cara pilih reksadana -strateginya -sampe cara menghindari kerugian Plus ada Mr.Robo yang mempermudah kalo ga mau ribet,5,Positif
"Buat yang susah nabung rutin, bagus banget ini apalagi bisa diatur tiap bulan jadi sekalian bisa ingetin buat nabung dan belajar reksadana juga. Sukses terus bibit !",5,Positif
"saya udah melakukan regristrasi data dan udah verifikasi data, lalu ketika mau masuk aplikasi malah loading lama dengan tampilan logo bibit di tengah. Padahal update terbaru katanya ""Kamu bisa masuk ke akun Bibit dengan lebih mudah dan cepat"" 💀, nyatanya malah loading lama begini 😢😢",1,Negatif
"Aku mau komplain nih, aku kan udah instal nih aplikasi tp loading nya lama bngt trus setiap ingin membayar transaksi selalu aja nutup sendri aplikasinya. Pdahl aplikasinya udah yg terupdate. Tolong kasih saranya. Dan satu lagi, kdang loadingnya lama bngt jd rada males",2,Negatif
"Kok gak bisa login sih. Udah masukin OTP malah balik lagi ke awal, setiap pertanyaan ga direspon sama sekali sama tim bibit.. ambil tuh 5 bintang. Uninstall 🙏",5,Positif
Fitur2nya mudah dipahami. Dan cut off harga belinya beneran tepat. Nyoba juga invest pakai apk lain diwaktu yg sama tapi harga belinya ikut saat pembelian sukses bukan harga tepat saat beli. Jadi prefer pakai bibit 😍 Makasih Tim Bibit,5,Positif
Mudah digunakan. Perbarui lagi User Interfacenya agar dilihat lebih enak tanpa mengurangi fungsinya... Mantab pokoknya,4,Positif
"Fitur fingerprint masih gx bsa pake. Setelah fingerprint tetap harus masukkan pin. Jika coba finger kedua kalinya, muncul pesan kesalahan.",5,Positif
"Hi bos tolong perbaiki tampilannya ini ikon chat menutup menu profil jadi nggak bisa masuk ke profil deh, trus tiap transaksi pasti aplikasi jadi putih semua cuma ada tulisan ""bibit""..tks",5,Positif
Baru belajar investasi dan hasilnya lumayan bgt... awalnya sy masukkan uang 200rb lumayan numbuh 3 hari nambah 4rb.. trus akhirnya sy nambah lg masukkn 2 jt dan 3 hari udh nambah 16rb.. lumayan pokoknya.. bahkan bs buat alarm buat rajin nabung misalnya 10rb perbulan.. lumayan loh g ad minimal top up.. dan yg pasti uang nambah bukan kurang,5,Positif
"Dulu TOP UP lewat virtual account via BNI Bisa, sekarang kok di hilangkan ?? Mohon ditambahkan lagi, untuk aplikasi udah terbaik dari lainnya deh",4,Positif
Bibit memberikan pengalaman yang menyenangkan bagi investor pemula seperti saya. User Interface yang simple dan mudah dipahami membuat pengguna tidak bingung dalam menentukan pilihan. Tim juga siap membantu apabila pengguna memiliki pertanyaan-pertanyaan seputar aplikasi Bibit. Saya sangat merekomendasikan aplikasi ini. Bagi yang penasaran silakan mencoba.,5,Positif
"Pas masuk aplikasi, gak bias discoll ke atas dan kebawah,.. udah berbagai cara dipake, udah di instal ulang, sudah pake versi berbaru, sudah di clear cacha... Tapi ttp gak bisa bagaimana ini yaa Rating akan diubah, jika masalah teratasi",1,Negatif
"Saya mau tanya, knpa prosesnya kok lama banget ya? Di transaksi saya liat pembayaran berhasil, saldo juga sudah tertera brapa banyak yg tertanam di aplikasi. tapi kenapa di saham yg saya beli kok ga muncul presentasenya?",3,Positif
Aplikasi cukup user friendly dan membantu untuk melihat pilihan investasi. Improvement: pembelian dan pencairan mohon untuk diperbaiki atau sebaiknya ada time limit nya. Thanks a lot for Bibit,5,Positif
"No ribet ribet, bisa buka rekening reksadana tanpa wara wiri full hanya dr HP, sangat mudah dipahami bagi pemula seperti saya yg lagi belajar.",5,Positif
"Aplikasinya mantap, mudah kita memilih reksadananya sesuai dengan profil resiko kita dan adanya rekomendasi bibit. Tapi, saya berharap nantinya, Bibit bisa menambahkan metode pembayarannya dg menggunakan aplikasi Jenius, Dana, OVO, Internet/mobile banking seluruh bank. Serta saya berharap nantinya di aplikasi Bibit bisa menyediakan fitur utk bisa membeli investasi obligasi pemerintah seperti SBN, Sukuk, dan lain-lain.",5,Positif
"Aplikasi investasi ini bagi saya sangat direkomendasikan. Terutama buat yg gamau ribet soal pembelian dan pembayaran. Kenapa? Karna apk ini Bisa bayar pakai Gopay, Link aja, sama Transfer bank men. Trs bisa juga dapet cashback Pakai kode referal Bibit: (( getcashback )) saat pendaftaran. Kamu langsung dapat cashback saldo 50.000 IDR! Caranya? Download aplikasi bibit, register akun, masukkan kode referal: getcashback, dan cashback dapat langsung digunakan. SELAMAT MENCOBA !!!",5,Positif
"Aplikasi apaan ini? Coba investasi karena katanya klo penjualan uangnya masuk ke rekening pling lama 7 hari dan skrang udah setengah bulan uangnya blm masuk juga. Ribet, banyak alasan, katanya harus kirim mutasi rekening dan saya udah kirim katanya ga lengkap, trus mereka bilang mereka yg akan cek. Skrg uang saya masih blm masuk, bahkan saya kirim buktinya dan skrg mereka blg harus pke rekening koran. Aduh ga percaya lagi sama aplikasi ini, timnya ga pasti 👎hati2 penipuan ya guys! Kita ga tau",1,Negatif
"apresiasi tinggi untuk kemudahan user interface dan ux nya, benar benar dibikin simple untuk pemula yg tidak begitu tahu banyak tentang investasi, keren pokoknya, keep it up!",5,Positif
"Kenapa yea app tiap mau registrasi di bagian TTD digital auto keluar, udah coba 20 kali lebih. Kecewa banget dan bikin kesal..",1,Negatif
Masa sih klo narik duitnya Ampe 7 hari lebih. Klo kita ajukan narik pas market mau turun drastis. Nunggu 7 hari market dah anjlok parah itu gimana. Masa iya rugi banyak banget. Jadi bingung sama cara kerjanya nih gimana,3,Positif
"aplikasinya bagus sangat mudah dipahami untuk yg awam seperti saya, sedikit saran saja tolong ditambah lagi metode pembayarannya seperti dana, ovo, dll, supaya lebih mudah lagi dalam transaksi.",5,Positif
Menurut saya mending kalok punya uang lebih yang belum kepake.. Mending bibit deh.. Simpel dan gak ribet... Untuk pemula seperti saya oke... Top... Bimbingan nya juga mudah... Smoga bibit makin sukses...,5,Positif
"Aplikasi gk bisa optimal di hpku,sebagian layar gk Tampil,DAN g bisa scrol, ku coba buka di browser Chrome ternyata sama,akhirnya ku buka dengan opera browser hasilnya normal, jadi terpaksa saya uinstal ya app nya,terima kasih bibit",4,Positif
"Susah untuk mendaftar padahal mau berinvestasi karena foto ktp burem sedangkan ktp NIK nya seumur hidup,sedangkan solusinya ga ada musti ktp ga ada opsi seperti pasport ataupun sim, mau berinvestasi aja sulitnya begini. Fungsinya foto bersama ktp ga ada artinya pemerintah ga memikirkan kondisi fisik ktp ada punya umurnya kapan musti dicetak karena buram patah. Opsi untuk berinvestasi kurang memadai solusi baiknya belum saya dapatkan.terima kasih.",1,Negatif
"Saya sudah daftar lalu SDH di verifikasi dan sukses, blm sempat deposit karena masih saya pelajari, eh dua haru kemudian verifikasi dibatalkan artinya di susuh daftar ulang, ha ha ha ha segitu nya ni aplikasi , lucu deh, akhirnya gw hapus saja nih aplikasi, GK jadi invest deh",1,Negatif
"Tolong bantu report aplikasi ini. Karena Dana yang dicairkan tidak kunjung ditransfer ,katanya 7 hari kerja padahal sudah lebih. Diminta mutasi history bank,sudah dikasih tapi tetep tidak puas,meminta history tgl yang tidak ada transaksi sama sekali disitu. SANGAT MENYULITKAN DAN TERNYATA BANYAK YANG SAMA JADI KORBAN TIDAK KUNJUNG DIKIRIM UANG PENCAIRAN NASABAH",1,Negatif
"Klo aplikasi nya bagus,cuma lambat dalam segala hal. Beli,jual lama di proses. Beli saham tuh 1 detik aja dh berubah dan bahaya,,nie proses jual dan beli smpai berhari2. Tidak prnh sesuai sama yg ingin kita dapatkan karena lamaaaaaaaaaaaa.",3,Positif
"Penarikan lumayan cepat untuk reksadana pasar uang(RDPU) masuk ke rekening sekitar 2-3 hari sedangkan reksadana obligasi (RDO) dan reksadana saham (RDS) masuk dikisaran 5-7 hari Jangan lupa masukin kode [investasiindo] saat daftar agar dapat reksadana gratis 25.000. Hanya bisa dipakai diawal daftar ya, jadi kalau udh terlanjur daftar gak bisa lagi pakai refferal😁",5,Positif
"Lebih mudah dari yang saya bayangkan. Setelah 2 bulan menggunakan aplikasi ini, tidak ada kesulitan yang berarti, awal menggunakan agak bingung karena kurang teliti memahami petunjuk penggunaannya. Saya berharap Bibit dapat konsisten mempertahankan kualitas pelayanan. Terima kasih, Bibit.",5,Positif
"Aplikasi Investasi Reksadana yang sangat mudah untuk dimengerti! Ada beberapa penjelasan untuk investor pemula dan juga diberi beberapa panduan untuk belajar, sangat direkomendasikan untuk mendaftar reksadana walaupun dengan nominal yang tidak banyak, dan juga UI yang sangat bersahabat dan ringan, tidak bertele tele. kekurangan aplikasi ini ialah kekurangan nya fitur tema gelap, dikarenakan warna putih sangat menyakitkan bagi mata saya, apabila fitur itu sudah ada bintagnya akan saya naikkan.",4,Positif
"Untuk masukan saran, setelah login diberi keamanan biometrik sidik jari atau password supaya tidak dibaca orang lain yg kepo atau tangan jahil. Tampilan UI bagus dan mudah penggunaannya.",4,Positif
"Bagi para pemula yang ingin belajar mengenai Pasar Uang, Obligasi dan Saham sangat cocok di aplikasi Bibit ini. Karena tampilan visual yang mudah, transaksi jual/beli yang mudah dan cepat dan dari Rp 10.000 saja kita sudah bisa berinvestasi. Dan yang paling penting, kita bisa memilih produk investasi yang cocok sama diri kita. Semoga bermanfaat untuk masa pensiun nanti.",5,Positif
"Aplikasi ini cocok untuk kita kita yang masih awam untuk memulai investasi, aku juga baru gabung di aplikasi ini bulan Januari lalu. Bagi kamu yang belum tau bagaimana cara nya ada tutorial caranya di apk ini. Yuk gabung di apk ini, dan jika kalian ingin dapatkan caseback 25k kalian bisa gunakan kode referral ini (bagibagisaja). Yuk investasi untuk masa depan ☺",5,Positif
"Asal rutin nabung (ngga peduli nominalnya) pasti return-nya oke. Bergantung pasar juga sih. Tapi selama pasar oke, nabung rutin oke. Hasilnya juga oke.",5,Positif
"kecewa bener2 kecewa.. daftar berkali kali nyampe nunggu seminggu lebih ujung2 ya ga bisa registrasi katanya ini lah itu lah, udah cape duluan ngisi data berkali2 nunggu nya berhari hari ujung2 ya gagal trs registrasi",1,Negatif
Mau menyisipkan gambar/file untuk di kirim ke CS ko lama banget buka gdrivenya. kadang-kadang aplikasi bibit tidak menanggapi. tolong perbaiki apakah ada bug atau sbgnya.,2,Negatif
"Baru pertama coba hal investasi(pemula) app ini sangat bagus, gak ribet sih kalau mau jadi ineverter kudu sabar karna proses investasi gak langsung masuk, dan enaknya bibit bisa bayar pakek link aja dan gopay keren buat milenial dongs sisa jajan bisa di investasikan.",5,Positif
"Pilihan produk reksa dana oke. Kalo kurang cocok sama pilihan robo, bs kita ganti. Ga ada biaya pembelian/penjualan tdk spt di bank. Dan bs dicairkan kapan saja walau agak lama masuk ke rekeningnya (walau hanya reksa dana pasar uang). Thx Bibit",5,Positif
"Keren, aplikasi yang mudah dipelajari bagi pemula. Interface yang sederhana, pilihan reksadana banyak, serta bisa membandingkan portofolio sebelum di beli. Sangat membantu..",5,Positif
"Semua prosesnya mudah dari pendaftaran, beli & jual. Aplikasi juga tidak lelet. Cocok banget buat investor pemula yang minim pengalaman sebagai langkah awal untuk menjadi investor sejati. Semoga ke depan semakin berkembang. Produk2nya semakin banyak tapi tetap high quality & menjadi paltform investasi yg bisa diandalkan & dibanggakan semuanya 😁🙏",5,Positif
"Aplikasi yang memudahkan buat orang yg susah nabung kayak saya jadi tergoda utk nabung. Fiturnya oke, pilihannya gak kebanyakan jadi gak tambah bingung. Fitur chatnya sangat membantu fast respon. Pengelolaan penggunanya keren sih bisa update dan ngasih info2 utk semakin belajar.",5,Positif
"Sukaaa😭😭bagi anak muda yg baru mau belajar investasi tapi belum berani ngambil resiko yg besar ini app yg tepat sih, UI nya easy friendly banget mudah dimengerti gak pusing",5,Positif
"Alhamdulillah bisa mengenal aplikasi ini sehingga bisa tau gimana cara nya mengolah uang yg sebelumnya nganggur di rekening tapi sekarang bisa bertumbuh dan jadi lebih giat lagi utk menabung. Pertahankan kualitas nya dan tambahan sih, kalau bisa dari fitur app Bibit nya sendiri ditambahkan dark mode tampilan nya ya. Biar utk user android yg belum OS 10, bisa juga memakai tema dark mode. Terimakasih..",5,Positif
"Sejauh ini masih kelihatan mudah digunakan apalagi untuk pemula, banyak petunjuk yang mudah dipahami. Yang baru daftar bisa pakai kode referral dari aku ya, supaya dapet cashback 25ribu, lumayan bisa untuk tambahan beli reksadana. Kode ny ""daridewi"" Terimakasih",4,Positif
