userName,score,at,content
Dwi Windy,5,2020-10-21 22:44:48,Fitur2nya mudah dipahami. Dan cut off harga belinya beneran tepat. Nyoba juga invest pakai apk lain diwaktu yg sama tapi harga belinya ikut saat pembelian sukses bukan harga tepat saat beli. Jadi prefer pakai bibit 😍 Makasih Tim Bibit
fahrudin ikhsan,4,2020-10-16 12:02:42,Mudah digunakan. Perbarui lagi User Interfacenya agar dilihat lebih enak tanpa mengurangi fungsinya... Mantab pokoknya
Arie Wijaya,5,2020-10-14 19:08:26,"Fitur fingerprint masih gx bsa pake. Setelah fingerprint tetap harus masukkan pin. Jika coba finger kedua kalinya, muncul pesan kesalahan."
Supriyadi,5,2020-10-11 09:06:44,"Hi bos tolong perbaiki tampilannya ini ikon chat menutup menu profil jadi nggak bisa masuk ke profil deh, trus tiap transaksi pasti aplikasi jadi putih semua cuma ada tulisan ""bibit""..tks"
Beatrice Batubara,5,2020-10-09 23:14:51,Baru belajar investasi dan hasilnya lumayan bgt... awalnya sy masukkan uang 200rb lumayan numbuh 3 hari nambah 4rb.. trus akhirnya sy nambah lg masukkn 2 jt dan 3 hari udh nambah 16rb.. lumayan pokoknya.. bahkan bs buat alarm buat rajin nabung misalnya 10rb perbulan.. lumayan loh g ad minimal top up.. dan yg pasti uang nambah bukan kurang
Al Farro,4,2020-10-07 12:39:59,"Dulu TOP UP lewat virtual account via BNI Bisa, sekarang kok di hilangkan ?? Mohon ditambahkan lagi, untuk aplikasi udah terbaik dari lainnya deh"
Prima RD,5,2020-10-05 20:53:14,Bibit memberikan pengalaman yang menyenangkan bagi investor pemula seperti saya. User Interface yang simple dan mudah dipahami membuat pengguna tidak bingung dalam menentukan pilihan. Tim juga siap membantu apabila pengguna memiliki pertanyaan-pertanyaan seputar aplikasi Bibit. Saya sangat merekomendasikan aplikasi ini. Bagi yang penasaran silakan mencoba.
herdine a Y,1,2020-10-04 23:04:33,"Pas masuk aplikasi, gak bias discoll ke atas dan kebawah,.. udah berbagai cara dipake, udah di instal ulang, sudah pake versi berbaru, sudah di clear cacha... Tapi ttp gak bisa bagaimana ini yaa Rating akan diubah, jika masalah teratasi"
fahriza arsy,3,2020-10-04 11:27:39,"Saya mau tanya, knpa prosesnya kok lama banget ya? Di transaksi saya liat pembayaran berhasil, saldo juga sudah tertera brapa banyak yg tertanam di aplikasi. tapi kenapa di saham yg saya beli kok ga muncul presentasenya?"
Eko Murdianto,5,2020-10-02 06:35:30,Aplikasi cukup user friendly dan membantu untuk melihat pilihan investasi. Improvement: pembelian dan pencairan mohon untuk diperbaiki atau sebaiknya ada time limit nya. Thanks a lot for Bibit
Alief Arifin,5,2020-10-01 23:26:09,"No ribet ribet, bisa buka rekening reksadana tanpa wara wiri full hanya dr HP, sangat mudah dipahami bagi pemula seperti saya yg lagi belajar."
Ramanda Pratama,5,2020-10-01 22:38:47,"Aplikasinya mantap, mudah kita memilih reksadananya sesuai dengan profil resiko kita dan adanya rekomendasi bibit. Tapi, saya berharap nantinya, Bibit bisa menambahkan metode pembayarannya dg menggunakan aplikasi Jenius, Dana, OVO, Internet/mobile banking seluruh bank. Serta saya berharap nantinya di aplikasi Bibit bisa menyediakan fitur utk bisa membeli investasi obligasi pemerintah seperti SBN, Sukuk, dan lain-lain."
Bayu Fauzi Saputra,5,2020-09-26 10:54:39,"Aplikasi investasi ini bagi saya sangat direkomendasikan. Terutama buat yg gamau ribet soal pembelian dan pembayaran. Kenapa? Karna apk ini Bisa bayar pakai Gopay, Link aja, sama Transfer bank men. Trs bisa juga dapet cashback Pakai kode referal Bibit: (( getcashback )) saat pendaftaran. Kamu langsung dapat cashback saldo 50.000 IDR! Caranya? Download aplikasi bibit, register akun, masukkan kode referal: getcashback, dan cashback dapat langsung digunakan. SELAMAT MENCOBA !!!"
Melinda Djorebe,1,2020-09-24 18:03:17,"Aplikasi apaan ini? Coba investasi karena katanya klo penjualan uangnya masuk ke rekening pling lama 7 hari dan skrang udah setengah bulan uangnya blm masuk juga. Ribet, banyak alasan, katanya harus kirim mutasi rekening dan saya udah kirim katanya ga lengkap, trus mereka bilang mereka yg akan cek. Skrg uang saya masih blm masuk, bahkan saya kirim buktinya dan skrg mereka blg harus pke rekening koran. Aduh ga percaya lagi sama aplikasi ini, timnya ga pasti 👎hati2 penipuan ya guys! Kita ga tau"
Alvin Novian,5,2020-09-20 13:03:40,"apresiasi tinggi untuk kemudahan user interface dan ux nya, benar benar dibikin simple untuk pemula yg tidak begitu tahu banyak tentang investasi, keren pokoknya, keep it up!"
Heppy heppy ajah CHANEL,1,2020-09-18 23:15:25,"Kenapa yea app tiap mau registrasi di bagian TTD digital auto keluar, udah coba 20 kali lebih. Kecewa banget dan bikin kesal.."
༺꧁shadow꧂༻ l,3,2020-09-17 21:23:44,Masa sih klo narik duitnya Ampe 7 hari lebih. Klo kita ajukan narik pas market mau turun drastis. Nunggu 7 hari market dah anjlok parah itu gimana. Masa iya rugi banyak banget. Jadi bingung sama cara kerjanya nih gimana
Muhammad Agustian,5,2020-09-16 14:01:49,"aplikasinya bagus sangat mudah dipahami untuk yg awam seperti saya, sedikit saran saja tolong ditambah lagi metode pembayarannya seperti dana, ovo, dll, supaya lebih mudah lagi dalam transaksi."
Mahfud Devpee Official,5,2020-09-14 12:11:56,Menurut saya mending kalok punya uang lebih yang belum kepake.. Mending bibit deh.. Simpel dan gak ribet... Untuk pemula seperti saya oke... Top... Bimbingan nya juga mudah... Smoga bibit makin sukses...
Aris Dwi laksono,4,2020-09-12 03:04:08,"Aplikasi gk bisa optimal di hpku,sebagian layar gk Tampil,DAN g bisa scrol, ku coba buka di browser Chrome ternyata sama,akhirnya ku buka dengan opera browser hasilnya normal, jadi terpaksa saya uinstal ya app nya,terima kasih bibit"
Surya Kristian Halim,1,2020-09-08 17:19:41,"Susah untuk mendaftar padahal mau berinvestasi karena foto ktp burem sedangkan ktp NIK nya seumur hidup,sedangkan solusinya ga ada musti ktp ga ada opsi seperti pasport ataupun sim, mau berinvestasi aja sulitnya begini. Fungsinya foto bersama ktp ga ada artinya pemerintah ga memikirkan kondisi fisik ktp ada punya umurnya kapan musti dicetak karena buram patah. Opsi untuk berinvestasi kurang memadai solusi baiknya belum saya dapatkan.terima kasih."
Karunia,1,2020-09-08 00:51:08,"Saya sudah daftar lalu SDH di verifikasi dan sukses, blm sempat deposit karena masih saya pelajari, eh dua haru kemudian verifikasi dibatalkan artinya di susuh daftar ulang, ha ha ha ha segitu nya ni aplikasi , lucu deh, akhirnya gw hapus saja nih aplikasi, GK jadi invest deh"
yanto nugraha RAHAFIZ,1,2020-09-07 05:39:38,"Tolong bantu report aplikasi ini. Karena Dana yang dicairkan tidak kunjung ditransfer ,katanya 7 hari kerja padahal sudah lebih. Diminta mutasi history bank,sudah dikasih tapi tetep tidak puas,meminta history tgl yang tidak ada transaksi sama sekali disitu. SANGAT MENYULITKAN DAN TERNYATA BANYAK YANG SAMA JADI KORBAN TIDAK KUNJUNG DIKIRIM UANG PENCAIRAN NASABAH"
Hendra Fernando,3,2020-09-06 14:28:25,"Klo aplikasi nya bagus,cuma lambat dalam segala hal. Beli,jual lama di proses. Beli saham tuh 1 detik aja dh berubah dan bahaya,,nie proses jual dan beli smpai berhari2. Tidak prnh sesuai sama yg ingin kita dapatkan karena lamaaaaaaaaaaaa."
Dewa Gede Bagus Widianata,5,2020-09-04 23:28:18,"Penarikan lumayan cepat untuk reksadana pasar uang(RDPU) masuk ke rekening sekitar 2-3 hari sedangkan reksadana obligasi (RDO) dan reksadana saham (RDS) masuk dikisaran 5-7 hari Jangan lupa masukin kode [investasiindo] saat daftar agar dapat reksadana gratis 25.000. Hanya bisa dipakai diawal daftar ya, jadi kalau udh terlanjur daftar gak bisa lagi pakai refferal😁"
Zaim Setiyawan,5,2020-09-04 15:09:46,"Lebih mudah dari yang saya bayangkan. Setelah 2 bulan menggunakan aplikasi ini, tidak ada kesulitan yang berarti, awal menggunakan agak bingung karena kurang teliti memahami petunjuk penggunaannya. Saya berharap Bibit dapat konsisten mempertahankan kualitas pelayanan. Terima kasih, Bibit."
Muhammad Anang Hasyim,4,2020-09-04 09:04:59,"Aplikasi Investasi Reksadana yang sangat mudah untuk dimengerti! Ada beberapa penjelasan untuk investor pemula dan juga diberi beberapa panduan untuk belajar, sangat direkomendasikan untuk mendaftar reksadana walaupun dengan nominal yang tidak banyak, dan juga UI yang sangat bersahabat dan ringan, tidak bertele tele. kekurangan aplikasi ini ialah kekurangan nya fitur tema gelap, dikarenakan warna putih sangat menyakitkan bagi mata saya, apabila fitur itu sudah ada bintagnya akan saya naikkan."
Lestari Suwanto,4,2020-09-04 00:11:48,"Untuk masukan saran, setelah login diberi keamanan biometrik sidik jari atau password supaya tidak dibaca orang lain yg kepo atau tangan jahil. Tampilan UI bagus dan mudah penggunaannya."
Muhammad Noor Razaan,5,2020-09-01 22:57:12,"Bagi para pemula yang ingin belajar mengenai Pasar Uang, Obligasi dan Saham sangat cocok di aplikasi Bibit ini. Karena tampilan visual yang mudah, transaksi jual/beli yang mudah dan cepat dan dari Rp 10.000 saja kita sudah bisa berinvestasi. Dan yang paling penting, kita bisa memilih produk investasi yang cocok sama diri kita. Semoga bermanfaat untuk masa pensiun nanti."
Eka Tunggal Dewi,5,2020-08-31 13:33:32,"Aplikasi ini cocok untuk kita kita yang masih awam untuk memulai investasi, aku juga baru gabung di aplikasi ini bulan Januari lalu. Bagi kamu yang belum tau bagaimana cara nya ada tutorial caranya di apk ini. Yuk gabung di apk ini, dan jika kalian ingin dapatkan caseback 25k kalian bisa gunakan kode referral ini (bagibagisaja). Yuk investasi untuk masa depan ☺"
Niar Kusuma,5,2020-08-30 22:02:44,"Pertama kali mencoba investasi, baca2 review katanya ok , dan ternyata memang oke , cs nya cepat tanggap dalam menjawab setiap pertanyaan, ada kamus investasi nya pula jd skalian bljr istilah2 ,,, Yang mau cash back bisa pakai kode ""semangit"""
Iqbal Syahrangga,5,2020-08-30 09:22:38,"Asal rutin nabung (ngga peduli nominalnya) pasti return-nya oke. Bergantung pasar juga sih. Tapi selama pasar oke, nabung rutin oke. Hasilnya juga oke."
Musik id,1,2020-08-29 21:37:52,"kecewa bener2 kecewa.. daftar berkali kali nyampe nunggu seminggu lebih ujung2 ya ga bisa registrasi katanya ini lah itu lah, udah cape duluan ngisi data berkali2 nunggu nya berhari hari ujung2 ya gagal trs registrasi"
Ari Dwi Saputra,2,2020-08-28 10:44:27,Mau menyisipkan gambar/file untuk di kirim ke CS ko lama banget buka gdrivenya. kadang-kadang aplikasi bibit tidak menanggapi. tolong perbaiki apakah ada bug atau sbgnya.
Desi Eva,5,2020-08-28 06:47:28,"Baru pertama coba hal investasi(pemula) app ini sangat bagus, gak ribet sih kalau mau jadi ineverter kudu sabar karna proses investasi gak langsung masuk, dan enaknya bibit bisa bayar pakek link aja dan gopay keren buat milenial dongs sisa jajan bisa di investasikan."
anastasia ayu Kartikasari,5,2020-08-27 08:46:10,"Pilihan produk reksa dana oke. Kalo kurang cocok sama pilihan robo, bs kita ganti. Ga ada biaya pembelian/penjualan tdk spt di bank. Dan bs dicairkan kapan saja walau agak lama masuk ke rekeningnya (walau hanya reksa dana pasar uang). Thx Bibit"
hutajulu eric,5,2020-08-27 05:33:41,"Keren, aplikasi yang mudah dipelajari bagi pemula. Interface yang sederhana, pilihan reksadana banyak, serta bisa membandingkan portofolio sebelum di beli. Sangat membantu.."
Mayerni Sidabalok,5,2020-08-27 00:35:42,"Semua prosesnya mudah dari pendaftaran, beli & jual. Aplikasi juga tidak lelet. Cocok banget buat investor pemula yang minim pengalaman sebagai langkah awal untuk menjadi investor sejati. Semoga ke depan semakin berkembang. Produk2nya semakin banyak tapi tetap high quality & menjadi paltform investasi yg bisa diandalkan & dibanggakan semuanya 😁🙏"
Rico Takai Yama,5,2020-08-26 22:54:14,"Aplikasi yang memudahkan buat orang yg susah nabung kayak saya jadi tergoda utk nabung. Fiturnya oke, pilihannya gak kebanyakan jadi gak tambah bingung. Fitur chatnya sangat membantu fast respon. Pengelolaan penggunanya keren sih bisa update dan ngasih info2 utk semakin belajar."
Yuri Geofani,5,2020-08-26 21:33:01,"Sukaaa😭😭bagi anak muda yg baru mau belajar investasi tapi belum berani ngambil resiko yg besar ini app yg tepat sih, UI nya easy friendly banget mudah dimengerti gak pusing"
Bayu Aditya,5,2020-08-26 16:22:59,"Alhamdulillah bisa mengenal aplikasi ini sehingga bisa tau gimana cara nya mengolah uang yg sebelumnya nganggur di rekening tapi sekarang bisa bertumbuh dan jadi lebih giat lagi utk menabung. Pertahankan kualitas nya dan tambahan sih, kalau bisa dari fitur app Bibit nya sendiri ditambahkan dark mode tampilan nya ya. Biar utk user android yg belum OS 10, bisa juga memakai tema dark mode. Terimakasih.."
Dewi Santi12,4,2020-08-25 10:45:52,"Sejauh ini masih kelihatan mudah digunakan apalagi untuk pemula, banyak petunjuk yang mudah dipahami. Yang baru daftar bisa pakai kode referral dari aku ya, supaya dapet cashback 25ribu, lumayan bisa untuk tambahan beli reksadana. Kode ny ""daridewi"" Terimakasih"
Kadek Widiyarta,4,2020-08-21 21:08:18,"Aplikasinya sudah bagus, cuman perlu diperluas lagi gak hanya jenis investasi pada reksadana tp supaya bisa invetasi emas, sbn, dan yg lainnya.. dan loginny juga kalau bisa pake sidik jari biar lebih cepet.."
Fajar Hexa,5,2020-08-21 19:58:21,Saya pemula yang benar-benar tidak tahu tentang investasi dan segalanya.. Tapi setelah download aplikasi sedikit demi sedikit mulai mengerti dan paham 😁 Sangat cocok buat pemula...👍
Herman Gulo,5,2020-08-19 20:25:05,"Bibit mantap deh, metode pembayaran banyak tinggal pilih yang mana. Eksekusi ordernya, laporan transaksi cepat banget. Aplikasi ini rekomend banget deh pokoknya"
Lala yeyeye,4,2020-08-19 18:05:41,"Malam Bibit. Bibit dari kemarin malam kenapa ya, lagi sakit kah? Dari kemarin malam aku mau bayar tapi ketika keluar sebentar (tidak log out) dari aplikasi, aku harus login lagi. 2x login dan 2x verifikasi. Jadi sekarang ada 3 pembelian yg sedang diverifikasi padahal cuma beli 1😞. Tolong segera diperbaiki ya Bibit, untuk sekarang 4 bintang dulu. Kalo udah sembuh, aku kasih 5 bintang. Thank you Bibit~"
Kode rujukan: GBH4ZXXAWPYVU,5,2020-08-19 04:15:16,"Sangat recomended banget buat para pemula, saya senang bisa menemukan aplikasi sebagus ini, karena saya jadi mengerti apa itu artinya berinvestasi dengan benar, berkat bibit saya bisa memahami dari sedikit sedikit lama lama saya memahami 100 persen penggunaan dan fitur fitur dari aplikasi bibit, saya sangat menyarankan aplikasi ini buat pecinta investasi dan menabung di dunia digital untuk masa depan."
Kevin Bagaskara Jimelvi,3,2020-08-16 13:12:04,"Kok pembayaran lewat LinkAja gagal terus ya ketika memasuki proses verifikasi, aplikasi nya close gitu aja. Tolong penjelasannya, aku pemula di bibit ini"
Dharmawan Setiadi,5,2020-08-15 20:39:27,"Alhamdulillah,semoga terus mendukung kalangan kecil untuk berinvestasi. Aplikasi Bibit mudah dipahami,cuma hanya belum sepenuhnya support untuk disabilitas tunanetra. Mohon bantuannya agar dikembangkan lagi supaya teman2 tunanetra bisa dengan mudah berinvestasi melalui bibit."
Aditya Fajar K (AditFK),5,2020-08-13 17:25:18,"Keren sih menurut saya, ada plus nya dibanding aplikasi lain yaitu bisa megalokasikan dana ke saham obligasi dan pasar uang dalam 1 kali transaksi .. saran semoga bisa jual emas dan jadi mitra SBN seperti aplikasi sebelah :)"
Muhammad Rayhan,5,2020-08-12 19:50:51,"Keren banget aplikasi nya, user interface nya mudah banget buat dimengerti, user friendly abis, buat pemula jadi ga bingung2 banget. Thanks bibit"
Yuliharto Pamungkas,5,2020-08-11 20:58:59,"Aplikasi Bibit sangat bermanfaat bagi kalangan pemula yang ingin berinvestasi Reksadana di aplikasi Bibit. saran saya, ke depannya kalau bisa ditambahkan fitur Emas di aplikasi Bibit, supaya aplikasi Bibit semakin cuan..."
Viota Andala Sastama,4,2020-08-11 09:00:24,"Aplikasi ini bagus,fitur yang di tawarkan juga wort it banget lah sama saya,cuman kalo bisa jangan mau kalah sama aplikasi tetangga dong kalo bisa fitur bibit sekuritas juga bisa di tambahin biar makin keren..biar langsung jadi satu paket begitu🙏sejauh ini bibit tetap makin keren makasih developer😂😊"
Satrio bintaro,2,2020-08-10 09:46:37,Perbaiki koneksi mu sellau tidak setabil padahal sinyal sangat bagus. Skrup lepas terus Masuk susah. Alesan sinyal padahal sinyal sangat stabil Di buka ke bareksa aman Ke bions aman Ke ipot aman perbaiki ya
Rio Nainggolan,5,2020-08-09 21:00:19,"Nih yang mau investasi disini aku kasih tau kelebihan nya, fitur yang simpel dan mudah digunakan, pendaftaran cepat, transaksi juga cepat hari itu juga selesai diproses, via transfer juga banyak, dan opsi Pelayanan juga banyak bisa bertanya langsung di apk dan wa"
riyan X,1,2020-08-08 08:36:56,"Setelah saya daftar, awalnya oke oke saja. Namun saat pencairan kena potongan bank its okelah dapet cashback 3500. Tapi cashback hanya bisa dipake saat beli rekom Robo yg notabene berisi 3 reksadana yg bukan pilihan sendiri. Kurang menarik. Saran dari saya, jika cashback harusnya bisa dipakai untuk semua transaksi(tidak pilih-pilih). Ternyata masih mending bukareksa bukalapak."
Manggala 216,5,2020-08-06 21:50:52,"Keren bikin kita yang muda2 belajar untuk nabung dan berinvestasi, walau tidak banyak tapi setidaknya bisa ada pemahaman dan pengetahuan baru ^^ dari pada uang jajan di habiskan untuk jajan yang ga jelas hehehehehehe...."
dhilla fadhil,5,2020-08-06 16:06:27,"Bagus banget untuk pemula yang ingin investasi.. diajarin dari awal apa itu reksadana dan cara bayarnya juga gak ribet.. cocok untuk pemula.. boleh pake ""mystyle"" untuk dapatkan cashback 25 ribu 😍"
Risa Sapputri,1,2020-08-06 10:48:34,"Awalnya nyoba2 karna yang rekomendasikan youtuber gede, saat sudah coba memang bagus, cuma kecewa saat pencairannya, bilangnya max 7 hari tapi lewat, kasih saya alasan agar bisa ngasih 5 bintang, karna saya sangat kecewa dengan pelayanan transaksi yang kurang cepat"
Febri Anggraeny,5,2020-08-05 19:47:00,Cocok untuk pemula dan menyimpan uang darurat terbukti pas saya tiba2 kudu operasi kmrn uang ini bisa saya pakai.. kalau di atm mah bisa lenyap buat jajan tp sambil di bagi2 jgn letakin uang hanya di 1 tempat lbh baik di beberapa aset lain juga.. semangat menabung untuk masa depan 👍
Faiz Eka,4,2020-08-04 21:05:09,"Hampir semua mantep deh di bibit, tapi tolong dong pas mau masuk aplikasi diperbaili lagi biar cepet alias ga makan data+lemot, sebel pisan sukanya nunngu lama kalau mau masuk aplikasi"
Gesang Sundareksa,5,2020-08-02 14:37:23,"Sudah cape cape isi data, trus verifikasi.. pas mau masuk susah dibuka, dengan alasan jaringan sistem tidak baik.. gimana ini.. data dan no rek dah di isi. Dah valid, giliran mau invest malah aplikasi error."
reynALdo,5,2020-07-30 21:11:32,"Niat awal install krn mau diversifikasi investasi yaitu reksadana saham. Nah knp gw pilih Bibit krn bahasa di aplikasi nya sederhana & cocok utk pemula, metode pmbyrn bs pake gopay & link-aja (selain transfer/m banking), CS nya komunikatif, ada fitur auto robot utk merekomendasikan jenis produk yg cocok sesuai karakter investor. Kekurangannya paling pilihan produk reksadananya msh kurang drpd tetangga mis bareksa. Tp its oke, gw sdh suka dgn ini aplikasi. Terus berinovasi ya Tim Bibit :)"
Gigih Prahastoro,5,2020-07-30 17:02:34,"Nabung disini lebih menjanjikan dibanding deposito bank, terimakasih bibit sudah mengenalkan investasi reksadana yang tumbuh cuan lebih banyak dan stabil... Buat kalian yang mau nyoba aplikasi penyimpan asset anti inflasi ini bisa gunakan kode referal aku : "" sigigih "" lumayan loh dapet cuan 25.000 di awal...."
Siti Nasiah,5,2020-07-30 07:00:31,"KODE : raishecuan tuk cashback 25.000 Baru sebulan pakai bibit, di bantuin banget apk nya juga mudah di pahamin. Pembayaran ga ribet. Next ditunggu payment lewat dana dan tambahan fingerprint nya ✨✨✨✨"
Christine Mariana Taju,3,2020-07-29 20:58:20,"Aplikasinya lemot apa gimana ya, soalnya sering ga kebuka2 dan suruh periksa koneksi, padahal lancar banget koneksinya buka aplikasi sosmed yg lain loading cepat banget, tolong ditingkatkan"
Marius Hanan Santoso,1,2020-07-28 09:40:54,"Aneh sekali aplikasi ini, saya cuma tanya soal keuntungan dan penjualan, setelah itu setiap buka dibilang internet error, sekrup lepas. Saldo saya sudah pembelian sukses tapi tidak tampil keuntungan/ perubahan (normalnya kalau benar ini saham 1 hari itu grafiknya dinamis sekali) katanya keuntungan diupdate tiap 22.00 tapi sudah 3 hari tidak ada perubahan. Saldo tidak bisa dijual (tombol disabled). Aneh sekali aplikasi ini. Kalau nipu, yaudah makan tuh 2juta.. biar dapat beban di neraka 2jt x"
Stella ferdiany,5,2020-07-24 18:33:56,"Recommended bgt untuk yang pemula yang gatau harus mulai darimana. Di bibit skalian bisa sambil belajar, tampilannya simple dan mudah dimengerti. Bagus👍"
Shinta Amelia,5,2020-07-23 13:36:41,"Ini pendapatku dewek eaa hehe, buat yang pemula banget kayak diriku cocok banget pake bibit, kenwhy? Karena beneran bakal dibimbing sama disaranin gitu investnya. Apalagi cara ngeceknya itu gampang, diriku paling suka ngecek naik turun portofolio wkwkwk. Pas lagi turun itu sad aja gitu, tapi pas naik langsung bersyukur banget. Pokoknya suka :""))"
Fazar Azka,5,2020-07-23 05:48:13,"Aplikasi nya bagus ada robonya jadi bisa di beri saran untuk investasi jadi gk bingung mau yg mana untuk pemula ini cocok sekali, saran aja sih kalo bisa di tambah investasi emas kalo bisa 👍"
Anandhika Primansyah Putra,5,2020-07-22 20:30:24,"Gw masih awam bener, nonton YouTube cari info sana sini tentang aplikasi saham trus dapet bibit. Ratingnya udah bagus dan fitur paling ngebantu sih AI robotnya bisa bantu kita nyaranin buat milih yang mana. Saran sih perusahaannya mungkin bisa lebih banyak kaya aplikasi sebelah atau mungkin emang udah ada tapi gwnya yang gatau. So far so good. Thankyou bibit"
arneta tasya,5,2020-07-22 09:45:39,"Bagus sih buat pemula kaya aku, aku bisa belajar menabung uang dengan cara investasi, selain itu ini cara yg cukup efektif buat aku yg kalo nabung suka dibawa lagi dibawa lagi, karena kalo di bibit uang yg ditabung bisa dipakai dan mesti menunggu waktu pencairan, beda sama di bank atau celengan yg selalu keambil lagi"
V. Dicky,5,2020-07-21 22:41:23,"Tampilannya menarik, ga terlalu bikin mikir dan ada robo advisornya.. pokoknya bagus untuk pemula karena user friendly.. Dan paling enaknya tuh suka dijelaskan mengenai saham, reksadana, obligasi dan pasar uang lewat email kita, jadi bisa sekalian belajar.."
Muhammad fauzan,5,2020-07-20 11:47:49,"Bagus, apalagi dengan adanya fitur robo, yang memudahkan pilihan dalam memilih perusahaan mana yg perlu di diinvest! UI bagus, pembayaran mudah dengan gopay/e wallet lain. Buat kaian yg blm download, ayo download dan mulai investasi untuk masa depan kalian! Gunakan KODE "" chunmaru "" untuk dapat cashback 25rb pertamamu!"
Wirata Arya,1,2020-07-20 10:17:41,"Aplikasi bibit kok jelek skrang, jaringan sinyal sama WiFi saya bagus, tapi kok ada bacaan ngk ada internet, dan juga aplikasi nya ngk ke buka, tolong dong min, di perbaiki lagi aplikasi nya"
karini aj,4,2020-07-16 08:56:31,Baru nyoba dan baru jadi investor pemula nih. Bibit ngebantu banget. Apalagi dng sistem robo nya. Yg bisa auto balancing utk semua produk Reksadana sesuai dng budget.
Geriy,4,2020-07-16 08:05:58,"Sangat mudah dalam pemakaian dan ada tutorialnya juga... Hanya saja sedikitnya akses observasi saham-saham lainnya.... Seharusnya pemakaian boleh melihat saham yang lain, walaupun nantinya akan membingungkan pemakai bibit"
M Ragil AS,1,2020-07-14 18:47:38,"Pembelian cepat, tapi pas pencairan dananya sangat lama dan cenderung sulit yaa, padahal sudah tertera maksimal 7 hari kerja, tetapi sekarang sudah hampir 1 bln masih ad pencairan yang nyangkut, mohon diperhatikan ya buat management, solnya ini menyangkut kenyamanan nasabah dalam transaksi"
wisnu septian,5,2020-07-11 14:08:29,"Aplikasi investasi pertama di hp saya, karena paling simple, UI nya keren mudah di pahami, ada fitur robo advisor buat yg bingung mau invest di mana.."
SILMI,4,2020-07-09 11:02:19,"Untuk nabung ini ok banget, tapi acc untuk pembelian terlalu lama hampir seminggu. Sedangkan kita beli di saat titik rendah saat di acc harga sudah naik 30 perak."
Muhammad Misbahul Munir,5,2020-07-08 10:59:51,"buat pemula di bidang investasi seperti saya, aplikasi Bibit ini sangat newbie friendly. Gampang digunakan, supportnya juga oke punya, apapun yang nggak saya pahami bisa langsung dicari di dalam aplikasi, ada forum Telegramnya juga. Tabungan di bank yang lama mengendap bisa jadi cuan karena bantuan Bibit 👍"
Muhammad Helmi,5,2020-07-07 09:15:17,Aplikasi nya bagus cocok banget bagi kalangan muda dan yg tua. Asalkan rutin nabung sebulan sekali pasti keuntungan nya juga bertambah
Sarinande Blues,5,2020-07-06 09:14:00,"Aplikasi yang sangat bagus cocok buat kalian yang ingin belajar investasi, jangan lupa masukan kode referral ( CITAKU ) saat awal kalian mendaftar supaya dapat bonusnya 25ribu, dan bonusnya juga bisa di cairkan atau di buat investasi, pokoknya menyenangkan sekali gaes belajar investasi di aplikasi Bibit, dan bersama kita bisa. 😊😊😊"
Ahjussi Seno,5,2020-07-05 18:30:00,"Aplikasi ini sangat bagus sekali memotivasi kita buat menabung, mungkin akan sangat sempurna bila ada fitur yang bisa memfilter reksadananya sesuai bank penampung supaya lebih memudahkan lagi."
Putri Meylinda Sandy,5,2020-07-04 01:30:24,"Aplikasinya cukup membantu pemula yg mau investasi, tapi saya masih bingung kenapa judul pertofolio yg langsung direkomendasiin sama robo tdk bisa diubah yaa, padal saya ingin menggantinya agar pola invest saya di bibit bisa teratur sesuai kemauan saya, karena selain invest menggunakan robo saya coba invest mandiri, mungkin masalahnya sepele sih, tapi saya harap aplikadi bibit bisa ada perbaikan yg berkelanjutan kedepannya. Sukses bibit dan investor pemula."
Hena Aura,5,2020-07-01 08:54:15,"Suka banget sama aplikasi bibit, bisa nabung dengan nilai mata uangnya bertambah, walaupun kecil dan gak instan tapi emang hrs sabar karena nabung bisa buat masa depan juga. Makasih bibit"
Tio “Algumeri” Algumeri,3,2020-06-28 12:28:47,"Secara umum cukup baik, pilihan yang tidak banyak, cocok untuk pemula. Namun sangat lambat dalam membalas pesan. Applikasi cukup berat. Namun karena ada pembayaran lewat BRI, itu yang bikin saya memilih bibit.id."
heppy sulistyawati,5,2020-06-26 16:06:06,Mudah dimengerti buat sayaa yang superrr tidak tahu masalah investasi. Untuk pemula bibit sangat membantu... Jadi nyesel kenapa ngga dari dulu. Tapi saya blm coba kalau jual.. Mudah2an juga tidak sulit... 😁
Ayu Harwati,5,2020-06-23 23:22:51,"Bibit keren, sangat memudahkan untuk pemula dan membantu anak-anak muda seperti anak saya yang usia kuliah menyadari berinvestasi sedini mungkin. Saya puas menggunakan aplikasi ini. Terimakasih Bibit."
Bio mics,5,2020-06-21 04:09:51,"Pake kode unik saya ""cashbackku""agar teman2 bisa dapet cashback senilai 25K 😃 aplikasi bibit rekomendasi juga buat pemula seperti saya 😊 sehingga saya juga tahu investasi sejak dini. Pokoknya keren banget sudah terdaftar di OJK juga jadi ga was2 dr penipuan."
Santoso Chem,5,2020-06-19 10:45:52,"Pagi kak, untuk investasi dibibit sangat baik dan bagus untuk pemula dan baik dalam jangka panjang.. Untuk pembayaran melalui virtual akun, tolong donk kak tambahkan untuk virtual akun BCA,, TERIMAKASIH"
